i1	i2	i3	i4	i5	i6	i7	i8	i9	i10	35-17	34-24	16-11
0.333	0.667	0.500	1.000	0.500	0.167	0.333	0.833	0.667	0.667	1	0	0
0.667	0.500	1.000	0.500	0.167	0.333	0.833	0.667	0.667	0.333	1	0	0
0.500	1.000	0.500	0.167	0.333	0.833	0.667	0.667	0.333	0.167	0	0	1
1.000	0.500	0.167	0.333	0.833	0.667	0.667	0.333	0.167	0.833	0	1	0
0.500	0.167	0.333	0.833	0.667	0.667	0.333	0.167	0.833	0.667	0	0	1
0.167	0.333	0.833	0.667	0.667	0.333	0.167	0.833	0.667	1.000	0	1	0
0.333	0.833	0.667	0.667	0.333	0.167	0.833	0.667	1.000	0.500	1	0	0
0.833	0.667	0.667	0.333	0.167	0.833	0.667	1.000	0.500	0.167	1	0	0
0.667	0.667	0.333	0.167	0.833	0.667	1.000	0.500	0.167	0.167	0	0	1
0.667	0.333	0.167	0.833	0.667	1.000	0.500	0.167	0.167	0.833	0	1	0
0.333	0.167	0.833	0.667	1.000	0.500	0.167	0.167	0.833	0.500	0	0	1
0.167	0.833	0.667	1.000	0.500	0.167	0.167	0.833	0.500	0.833	0	1	0
0.833	0.667	1.000	0.500	0.167	0.167	0.833	0.500	0.833	0.667	0	0	1
0.667	1.000	0.500	0.167	0.167	0.833	0.500	0.833	0.667	0.833	1	0	0
1.000	0.500	0.167	0.167	0.833	0.500	0.833	0.667	0.833	0.167	0	1	0
0.500	0.167	0.167	0.833	0.500	0.833	0.667	0.833	0.167	0.667	1	0	0
0.167	0.167	0.833	0.500	0.833	0.667	0.833	0.167	0.667	0.167	1	0	0
0.167	0.833	0.500	0.833	0.667	0.833	0.167	0.667	0.167	0.333	1	0	0
0.833	0.500	0.833	0.667	0.833	0.167	0.667	0.167	0.333	0.333	1	0	0
0.500	0.833	0.667	0.833	0.167	0.667	0.167	0.333	0.333	0.167	1	0	0
0.833	0.667	0.833	0.167	0.667	0.167	0.333	0.333	0.167	0.167	0	1	0
0.667	0.833	0.167	0.667	0.167	0.333	0.333	0.167	0.167	0.500	1	0	0
0.833	0.167	0.667	0.167	0.333	0.333	0.167	0.167	0.500	0.167	0	0	1
0.167	0.667	0.167	0.333	0.333	0.167	0.167	0.500	0.167	1.000	0	0	1
0.667	0.167	0.333	0.333	0.167	0.167	0.500	0.167	1.000	1.000	0	1	0
0.167	0.333	0.333	0.167	0.167	0.500	0.167	1.000	1.000	0.500	1	0	0
0.333	0.333	0.167	0.167	0.500	0.167	1.000	1.000	0.500	0.333	0	1	0
0.333	0.167	0.167	0.500	0.167	1.000	1.000	0.500	0.333	0.500	0	0	1
0.167	0.167	0.500	0.167	1.000	1.000	0.500	0.333	0.500	1.000	1	0	0
0.167	0.500	0.167	1.000	1.000	0.500	0.333	0.500	1.000	0.333	1	0	0
0.500	0.167	1.000	1.000	0.500	0.333	0.500	1.000	0.333	0.167	0	0	1
0.167	1.000	1.000	0.500	0.333	0.500	1.000	0.333	0.167	1.000	1	0	0
1.000	1.000	0.500	0.333	0.500	1.000	0.333	0.167	1.000	0.167	0	1	0
1.000	0.500	0.333	0.500	1.000	0.333	0.167	1.000	0.167	0.667	1	0	0
0.500	0.333	0.500	1.000	0.333	0.167	1.000	0.167	0.667	0.333	1	0	0
0.333	0.500	1.000	0.333	0.167	1.000	0.167	0.667	0.333	0.167	1	0	0
0.500	1.000	0.333	0.167	1.000	0.167	0.667	0.333	0.167	0.333	0	1	0
1.000	0.333	0.167	1.000	0.167	0.667	0.333	0.167	0.333	0.667	0	1	0
0.333	0.167	1.000	0.167	0.667	0.333	0.167	0.333	0.667	0.500	0	1	0
0.167	1.000	0.167	0.667	0.333	0.167	0.333	0.667	0.500	0.667	1	0	0
1.000	0.167	0.667	0.333	0.167	0.333	0.667	0.500	0.667	0.333	0	1	0
0.167	0.667	0.333	0.167	0.333	0.667	0.500	0.667	0.333	0.667	0	1	0
0.667	0.333	0.167	0.333	0.667	0.500	0.667	0.333	0.667	0.500	0	0	1
0.333	0.167	0.333	0.667	0.500	0.667	0.333	0.667	0.500	1.000	1	0	0
0.167	0.333	0.667	0.500	0.667	0.333	0.667	0.500	1.000	0.167	0	1	0
0.333	0.667	0.500	0.667	0.333	0.667	0.500	1.000	0.167	0.500	1	0	0
0.667	0.500	0.667	0.333	0.667	0.500	1.000	0.167	0.500	0.333	0	1	0
0.500	0.667	0.333	0.667	0.500	1.000	0.167	0.500	0.333	0.667	0	0	1
0.667	0.333	0.667	0.500	1.000	0.167	0.500	0.333	0.667	1.000	0	0	1
0.333	0.667	0.500	1.000	0.167	0.500	0.333	0.667	1.000	0.833	0	1	0
0.667	0.500	1.000	0.167	0.500	0.333	0.667	1.000	0.833	0.500	0	0	1
0.500	1.000	0.167	0.500	0.333	0.667	1.000	0.833	0.500	1.000	0	0	1
1.000	0.167	0.500	0.333	0.667	1.000	0.833	0.500	1.000	1.000	0	0	1
0.167	0.500	0.333	0.667	1.000	0.833	0.500	1.000	1.000	0.833	0	0	1
0.500	0.333	0.667	1.000	0.833	0.500	1.000	1.000	0.833	0.833	0	0	1
0.333	0.667	1.000	0.833	0.500	1.000	1.000	0.833	0.833	0.833	1	0	0
0.667	1.000	0.833	0.500	1.000	1.000	0.833	0.833	0.833	0.333	1	0	0
1.000	0.833	0.500	1.000	1.000	0.833	0.833	0.833	0.333	0.167	0	0	1
0.833	0.500	1.000	1.000	0.833	0.833	0.833	0.333	0.167	0.833	0	1	0
0.500	1.000	1.000	0.833	0.833	0.833	0.333	0.167	0.833	0.667	1	0	0
1.000	1.000	0.833	0.833	0.833	0.333	0.167	0.833	0.667	0.167	1	0	0
1.000	0.833	0.833	0.833	0.333	0.167	0.833	0.667	0.167	0.167	1	0	0
0.833	0.833	0.833	0.333	0.167	0.833	0.667	0.167	0.167	0.167	0	0	1
0.833	0.833	0.333	0.167	0.833	0.667	0.167	0.167	0.167	0.833	0	1	0
0.833	0.333	0.167	0.833	0.667	0.167	0.167	0.167	0.833	0.667	0	1	0
0.333	0.167	0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.667	0	1	0
0.167	0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.667	0.667	0	0	1
0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.667	0.667	0.833	1	0	0
0.667	0.167	0.167	0.167	0.833	0.667	0.667	0.667	0.833	0.167	1	0	0
0.167	0.167	0.167	0.833	0.667	0.667	0.667	0.833	0.167	0.167	1	0	0
0.167	0.167	0.833	0.667	0.667	0.667	0.833	0.167	0.167	0.167	1	0	0
0.167	0.833	0.667	0.667	0.667	0.833	0.167	0.167	0.167	0.167	0	1	0
0.833	0.667	0.667	0.667	0.833	0.167	0.167	0.167	0.167	0.500	1	0	0
0.667	0.667	0.667	0.833	0.167	0.167	0.167	0.167	0.500	0.333	0	0	1
0.667	0.667	0.833	0.167	0.167	0.167	0.167	0.500	0.333	0.833	0	0	1
0.667	0.833	0.167	0.167	0.167	0.167	0.500	0.333	0.833	1.000	0	1	0
0.833	0.167	0.167	0.167	0.167	0.500	0.333	0.833	1.000	0.667	1	0	0
0.167	0.167	0.167	0.167	0.500	0.333	0.833	1.000	0.667	0.333	0	1	0
0.167	0.167	0.167	0.500	0.333	0.833	1.000	0.667	0.333	0.500	0	0	1
0.167	0.167	0.500	0.333	0.833	1.000	0.667	0.333	0.500	0.833	0	1	0
0.167	0.500	0.333	0.833	1.000	0.667	0.333	0.500	0.833	0.667	0	0	1
0.500	0.333	0.833	1.000	0.667	0.333	0.500	0.833	0.667	0.833	1	0	0
0.333	0.833	1.000	0.667	0.333	0.500	0.833	0.667	0.833	0.333	0	0	1
0.833	1.000	0.667	0.333	0.500	0.833	0.667	0.833	0.333	0.833	0	0	1
1.000	0.667	0.333	0.500	0.833	0.667	0.833	0.333	0.833	1.000	1	0	0
0.667	0.333	0.500	0.833	0.667	0.833	0.333	0.833	1.000	0.167	1	0	0
0.333	0.500	0.833	0.667	0.833	0.333	0.833	1.000	0.167	0.333	1	0	0
0.500	0.833	0.667	0.833	0.333	0.833	1.000	0.167	0.333	0.333	0	0	1
0.833	0.667	0.833	0.333	0.833	1.000	0.167	0.333	0.333	1.000	0	1	0
0.667	0.833	0.333	0.833	1.000	0.167	0.333	0.333	1.000	0.500	0	1	0
0.833	0.333	0.833	1.000	0.167	0.333	0.333	1.000	0.500	0.667	1	0	0
0.333	0.833	1.000	0.167	0.333	0.333	1.000	0.500	0.667	0.333	0	1	0
0.833	1.000	0.167	0.333	0.333	1.000	0.500	0.667	0.333	0.667	1	0	0
1.000	0.167	0.333	0.333	1.000	0.500	0.667	0.333	0.667	0.167	0	1	0
0.167	0.333	0.333	1.000	0.500	0.667	0.333	0.667	0.167	0.500	0	0	1
0.333	0.333	1.000	0.500	0.667	0.333	0.667	0.167	0.500	0.833	0	1	0
0.333	1.000	0.500	0.667	0.333	0.667	0.167	0.500	0.833	0.667	1	0	0
1.000	0.500	0.667	0.333	0.667	0.167	0.500	0.833	0.667	0.167	1	0	0
0.500	0.667	0.333	0.667	0.167	0.500	0.833	0.667	0.167	0.167	1	0	0
0.667	0.333	0.667	0.167	0.500	0.833	0.667	0.167	0.167	0.167	0	0	1
0.333	0.667	0.167	0.500	0.833	0.667	0.167	0.167	0.167	0.833	0	1	0
0.667	0.167	0.500	0.833	0.667	0.167	0.167	0.167	0.833	0.667	1	0	0
0.167	0.500	0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.167	1	0	0
0.500	0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.167	0.333	1	0	0
0.833	0.667	0.167	0.167	0.167	0.833	0.667	0.167	0.333	0.333	0	0	1
0.667	0.167	0.167	0.167	0.833	0.667	0.167	0.333	0.333	0.833	0	1	0
0.167	0.167	0.167	0.833	0.667	0.167	0.333	0.333	0.833	0.500	1	0	0
0.167	0.167	0.833	0.667	0.167	0.333	0.333	0.833	0.500	0.333	0	0	1
0.167	0.833	0.667	0.167	0.333	0.333	0.833	0.500	0.333	0.833	1	0	0
0.833	0.667	0.167	0.333	0.333	0.833	0.500	0.333	0.833	0.167	0	1	0
0.667	0.167	0.333	0.333	0.833	0.500	0.333	0.833	0.167	0.500	0	0	1
0.167	0.333	0.333	0.833	0.500	0.333	0.833	0.167	0.500	0.833	1	0	0
0.333	0.333	0.833	0.500	0.333	0.833	0.167	0.500	0.833	0.333	1	0	0
0.333	0.833	0.500	0.333	0.833	0.167	0.500	0.833	0.333	0.167	0	0	1
0.833	0.500	0.333	0.833	0.167	0.500	0.833	0.333	0.167	1.000	0	0	1
0.500	0.333	0.833	0.167	0.500	0.833	0.333	0.167	1.000	0.833	1	0	0
0.333	0.833	0.167	0.500	0.833	0.333	0.167	1.000	0.833	0.167	1	0	0
0.833	0.167	0.500	0.833	0.333	0.167	1.000	0.833	0.167	0.167	0	1	0
0.167	0.500	0.833	0.333	0.167	1.000	0.833	0.167	0.167	0.500	0	0	1
0.500	0.833	0.333	0.167	1.000	0.833	0.167	0.167	0.500	0.833	0	1	0
0.833	0.333	0.167	1.000	0.833	0.167	0.167	0.500	0.833	0.500	0	1	0
0.333	0.167	1.000	0.833	0.167	0.167	0.500	0.833	0.500	0.667	1	0	0
0.167	1.000	0.833	0.167	0.167	0.500	0.833	0.500	0.667	0.167	0	0	1
1.000	0.833	0.167	0.167	0.500	0.833	0.500	0.667	0.167	0.833	0	0	1
0.833	0.167	0.167	0.500	0.833	0.500	0.667	0.167	0.833	0.833	0	0	1
0.167	0.167	0.500	0.833	0.500	0.667	0.167	0.833	0.833	1.000	0	1	0
0.167	0.500	0.833	0.500	0.667	0.167	0.833	0.833	1.000	0.500	0	1	0
0.500	0.833	0.500	0.667	0.167	0.833	0.833	1.000	0.500	0.500	0	1	0
0.833	0.500	0.667	0.167	0.833	0.833	1.000	0.500	0.500	0.667	0	1	0
0.500	0.667	0.167	0.833	0.833	1.000	0.500	0.500	0.667	0.667	0	0	1
0.667	0.167	0.833	0.833	1.000	0.500	0.500	0.667	0.667	0.833	1	0	0
0.167	0.833	0.833	1.000	0.500	0.500	0.667	0.667	0.833	0.167	1	0	0
0.833	0.833	1.000	0.500	0.500	0.667	0.667	0.833	0.167	0.167	0	0	1
0.833	1.000	0.500	0.500	0.667	0.667	0.833	0.167	0.167	0.833	0	1	0
1.000	0.500	0.500	0.667	0.667	0.833	0.167	0.167	0.833	0.500	1	0	0
0.500	0.500	0.667	0.667	0.833	0.167	0.167	0.833	0.500	0.333	0	0	1
0.500	0.667	0.667	0.833	0.167	0.167	0.833	0.500	0.333	0.833	1	0	0
0.667	0.667	0.833	0.167	0.167	0.833	0.500	0.333	0.833	0.333	1	0	0
0.667	0.833	0.167	0.167	0.833	0.500	0.333	0.833	0.333	0.333	0	0	1
0.833	0.167	0.167	0.833	0.500	0.333	0.833	0.333	0.333	0.833	1	0	0
0.167	0.167	0.833	0.500	0.333	0.833	0.333	0.333	0.833	0.333	0	1	0
0.167	0.833	0.500	0.333	0.833	0.333	0.333	0.833	0.333	0.667	0	1	0
0.833	0.500	0.333	0.833	0.333	0.333	0.833	0.333	0.667	0.500	1	0	0
0.500	0.333	0.833	0.333	0.333	0.833	0.333	0.667	0.500	0.333	0	1	0
0.333	0.833	0.333	0.333	0.833	0.333	0.667	0.500	0.333	0.500	0	1	0
0.833	0.333	0.333	0.833	0.333	0.667	0.500	0.333	0.500	0.667	0	0	1
0.333	0.333	0.833	0.333	0.667	0.500	0.333	0.500	0.667	0.833	0	1	0
0.333	0.833	0.333	0.667	0.500	0.333	0.500	0.667	0.833	0.667	0	0	1
0.833	0.333	0.667	0.500	0.333	0.500	0.667	0.833	0.667	0.833	1	0	0
0.333	0.667	0.500	0.333	0.500	0.667	0.833	0.667	0.833	0.333	0	1	0
0.667	0.500	0.333	0.500	0.667	0.833	0.667	0.833	0.333	0.500	0	0	1
0.500	0.333	0.500	0.667	0.833	0.667	0.833	0.333	0.500	1.000	1	0	0
0.333	0.500	0.667	0.833	0.667	0.833	0.333	0.500	1.000	0.167	1	0	0
0.500	0.667	0.833	0.667	0.833	0.333	0.500	1.000	0.167	0.167	0	1	0
0.667	0.833	0.667	0.833	0.333	0.500	1.000	0.167	0.167	0.500	0	0	1
0.833	0.667	0.833	0.333	0.500	1.000	0.167	0.167	0.500	0.833	0	1	0
0.667	0.833	0.333	0.500	1.000	0.167	0.167	0.500	0.833	0.500	0	1	0
0.833	0.333	0.500	1.000	0.167	0.167	0.500	0.833	0.500	0.500	0	1	0
0.333	0.500	1.000	0.167	0.167	0.500	0.833	0.500	0.500	0.500	0	0	1
0.500	1.000	0.167	0.167	0.500	0.833	0.500	0.500	0.500	1.000	1	0	0
1.000	0.167	0.167	0.500	0.833	0.500	0.500	0.500	1.000	0.167	1	0	0
0.167	0.167	0.500	0.833	0.500	0.500	0.500	1.000	0.167	0.333	0	0	1
0.167	0.500	0.833	0.500	0.500	0.500	1.000	0.167	0.333	0.833	0	1	0
0.500	0.833	0.500	0.500	0.500	1.000	0.167	0.333	0.833	0.667	0	1	0
0.833	0.500	0.500	0.500	1.000	0.167	0.333	0.833	0.667	0.500	0	1	0
0.500	0.500	0.500	1.000	0.167	0.333	0.833	0.667	0.500	0.500	0	0	1
0.500	0.500	1.000	0.167	0.333	0.833	0.667	0.500	0.500	0.833	1	0	0
0.500	1.000	0.167	0.333	0.833	0.667	0.500	0.500	0.833	0.167	1	0	0
1.000	0.167	0.333	0.833	0.667	0.500	0.500	0.833	0.167	0.333	0	1	0
0.167	0.333	0.833	0.667	0.500	0.500	0.833	0.167	0.333	0.500	0	1	0
0.333	0.833	0.667	0.500	0.500	0.833	0.167	0.333	0.500	0.667	0	1	0
0.833	0.667	0.500	0.500	0.833	0.167	0.333	0.500	0.667	0.500	0	1	0
0.667	0.500	0.500	0.833	0.167	0.333	0.500	0.667	0.500	0.500	0	0	1
0.500	0.500	0.833	0.167	0.333	0.500	0.667	0.500	0.500	1.000	1	0	0
0.500	0.833	0.167	0.333	0.500	0.667	0.500	0.500	1.000	0.167	0	0	1
0.833	0.167	0.333	0.500	0.667	0.500	0.500	1.000	0.167	1.000	0	1	0
0.167	0.333	0.500	0.667	0.500	0.500	1.000	0.167	1.000	0.667	1	0	0
0.333	0.500	0.667	0.500	0.500	1.000	0.167	1.000	0.667	0.167	0	1	0
0.500	0.667	0.500	0.500	1.000	0.167	1.000	0.667	0.167	0.500	0	1	0
0.667	0.500	0.500	1.000	0.167	1.000	0.667	0.167	0.500	0.500	0	0	1
0.500	0.500	1.000	0.167	1.000	0.667	0.167	0.500	0.500	0.833	0	1	0
0.500	1.000	0.167	1.000	0.667	0.167	0.500	0.500	0.833	0.667	0	1	0
1.000	0.167	1.000	0.667	0.167	0.500	0.500	0.833	0.667	0.667	0	1	0
0.167	1.000	0.667	0.167	0.500	0.500	0.833	0.667	0.667	0.667	0	0	1
1.000	0.667	0.167	0.500	0.500	0.833	0.667	0.667	0.667	1.000	0	1	0
0.667	0.167	0.500	0.500	0.833	0.667	0.667	0.667	1.000	0.667	0	1	0
0.167	0.500	0.500	0.833	0.667	0.667	0.667	1.000	0.667	0.500	0	1	0
0.500	0.500	0.833	0.667	0.667	0.667	1.000	0.667	0.500	0.667	1	0	0
0.500	0.833	0.667	0.667	0.667	1.000	0.667	0.500	0.667	0.167	0	0	1
0.833	0.667	0.667	0.667	1.000	0.667	0.500	0.667	0.167	0.833	0	0	1
0.667	0.667	0.667	1.000	0.667	0.500	0.667	0.167	0.833	1.000	0	0	1
0.667	0.667	1.000	0.667	0.500	0.667	0.167	0.833	1.000	0.833	0	0	1
0.667	1.000	0.667	0.500	0.667	0.167	0.833	1.000	0.833	0.833	0	1	0
1.000	0.667	0.500	0.667	0.167	0.833	1.000	0.833	0.833	0.667	0	1	0
0.667	0.500	0.667	0.167	0.833	1.000	0.833	0.833	0.667	0.667	1	0	0
0.500	0.667	0.167	0.833	1.000	0.833	0.833	0.667	0.667	0.333	0	1	0
0.667	0.167	0.833	1.000	0.833	0.833	0.667	0.667	0.333	0.667	0	1	0
0.167	0.833	1.000	0.833	0.833	0.667	0.667	0.333	0.667	0.667	1	0	0
0.833	1.000	0.833	0.833	0.667	0.667	0.333	0.667	0.667	0.167	0	1	0
1.000	0.833	0.833	0.667	0.667	0.333	0.667	0.667	0.167	0.500	0	1	0
0.833	0.833	0.667	0.667	0.333	0.667	0.667	0.167	0.500	0.500	1	0	0
0.833	0.667	0.667	0.333	0.667	0.667	0.167	0.500	0.500	0.333	1	0	0
0.667	0.667	0.333	0.667	0.667	0.167	0.500	0.500	0.333	0.167	0	0	1
0.667	0.333	0.667	0.667	0.167	0.500	0.500	0.333	0.167	1.000	1	0	0
0.333	0.667	0.667	0.167	0.500	0.500	0.333	0.167	1.000	0.167	0	0	1
0.667	0.667	0.167	0.500	0.500	0.333	0.167	1.000	0.167	0.833	0	0	1
0.667	0.167	0.500	0.500	0.333	0.167	1.000	0.167	0.833	0.833	0	0	1
0.167	0.500	0.500	0.333	0.167	1.000	0.167	0.833	0.833	1.000	1	0	0
0.500	0.500	0.333	0.167	1.000	0.167	0.833	0.833	1.000	0.333	0	0	1
0.500	0.333	0.167	1.000	0.167	0.833	0.833	1.000	0.333	1.000	0	1	0
0.333	0.167	1.000	0.167	0.833	0.833	1.000	0.333	1.000	0.667	0	1	0
0.167	1.000	0.167	0.833	0.833	1.000	0.333	1.000	0.667	0.667	1	0	0
1.000	0.167	0.833	0.833	1.000	0.333	1.000	0.667	0.667	0.167	1	0	0
0.167	0.833	0.833	1.000	0.333	1.000	0.667	0.667	0.167	0.167	0	1	0
0.833	0.833	1.000	0.333	1.000	0.667	0.667	0.167	0.167	0.500	0	0	1
0.833	1.000	0.333	1.000	0.667	0.667	0.167	0.167	0.500	0.833	0	0	1
1.000	0.333	1.000	0.667	0.667	0.167	0.167	0.500	0.833	1.000	1	0	0
0.333	1.000	0.667	0.667	0.167	0.167	0.500	0.833	1.000	0.333	0	0	1
1.000	0.667	0.667	0.167	0.167	0.500	0.833	1.000	0.333	0.833	0	0	1
0.667	0.667	0.167	0.167	0.500	0.833	1.000	0.333	0.833	1.000	0	0	1
0.667	0.167	0.167	0.500	0.833	1.000	0.333	0.833	1.000	0.833	1	0	0
0.167	0.167	0.500	0.833	1.000	0.333	0.833	1.000	0.833	0.333	1	0	0
0.167	0.500	0.833	1.000	0.333	0.833	1.000	0.833	0.333	0.333	0	0	1
0.500	0.833	1.000	0.333	0.833	1.000	0.833	0.333	0.333	1.000	0	1	0
0.833	1.000	0.333	0.833	1.000	0.833	0.333	0.333	1.000	0.500	0	0	1
1.000	0.333	0.833	1.000	0.833	0.333	0.333	1.000	0.500	0.833	0	0	1
0.333	0.833	1.000	0.833	0.333	0.333	1.000	0.500	0.833	0.833	0	1	0
0.833	1.000	0.833	0.333	0.333	1.000	0.500	0.833	0.833	0.667	0	0	1
1.000	0.833	0.333	0.333	1.000	0.500	0.833	0.833	0.667	1.000	0	0	1
0.833	0.333	0.333	1.000	0.500	0.833	0.833	0.667	1.000	1.000	0	1	0
0.333	0.333	1.000	0.500	0.833	0.833	0.667	1.000	1.000	0.500	0	1	0
0.333	1.000	0.500	0.833	0.833	0.667	1.000	1.000	0.500	0.500	1	0	0
1.000	0.500	0.833	0.833	0.667	1.000	1.000	0.500	0.500	0.167	1	0	0
0.500	0.833	0.833	0.667	1.000	1.000	0.500	0.500	0.167	0.167	1	0	0
0.833	0.833	0.667	1.000	1.000	0.500	0.500	0.167	0.167	0.333	1	0	0
0.833	0.667	1.000	1.000	0.500	0.500	0.167	0.167	0.333	0.333	0	1	0
0.667	1.000	1.000	0.500	0.500	0.167	0.167	0.333	0.333	0.667	0	1	0
1.000	1.000	0.500	0.500	0.167	0.167	0.333	0.333	0.667	0.500	0	1	0
1.000	0.500	0.500	0.167	0.167	0.333	0.333	0.667	0.500	0.667	0	0	1
0.500	0.500	0.167	0.167	0.333	0.333	0.667	0.500	0.667	0.833	0	0	1
0.500	0.167	0.167	0.333	0.333	0.667	0.500	0.667	0.833	0.833	1	0	0
0.167	0.167	0.333	0.333	0.667	0.500	0.667	0.833	0.833	0.167	0	1	0
0.167	0.333	0.333	0.667	0.500	0.667	0.833	0.833	0.167	0.667	1	0	0
0.333	0.333	0.667	0.500	0.667	0.833	0.833	0.167	0.667	0.167	0	0	1
0.333	0.667	0.500	0.667	0.833	0.833	0.167	0.667	0.167	1.000	1	0	0
0.667	0.500	0.667	0.833	0.833	0.167	0.667	0.167	1.000	0.333	1	0	0
0.500	0.667	0.833	0.833	0.167	0.667	0.167	1.000	0.333	0.333	0	1	0
0.667	0.833	0.833	0.167	0.667	0.167	1.000	0.333	0.333	0.500	1	0	0
0.833	0.833	0.167	0.667	0.167	1.000	0.333	0.333	0.500	0.333	1	0	0
0.833	0.167	0.667	0.167	1.000	0.333	0.333	0.500	0.333	0.333	0	0	1
0.167	0.667	0.167	1.000	0.333	0.333	0.500	0.333	0.333	1.000	1	0	0
0.667	0.167	1.000	0.333	0.333	0.500	0.333	0.333	1.000	0.333	0	1	0
0.167	1.000	0.333	0.333	0.500	0.333	0.333	1.000	0.333	0.667	0	1	0
1.000	0.333	0.333	0.500	0.333	0.333	1.000	0.333	0.667	0.500	1	0	0
0.333	0.333	0.500	0.333	0.333	1.000	0.333	0.667	0.500	0.167	0	1	0
0.333	0.500	0.333	0.333	1.000	0.333	0.667	0.500	0.167	0.500	0	1	0
0.500	0.333	0.333	1.000	0.333	0.667	0.500	0.167	0.500	0.500	1	0	0
0.333	0.333	1.000	0.333	0.667	0.500	0.167	0.500	0.500	0.167	0	0	1
0.333	1.000	0.333	0.667	0.500	0.167	0.500	0.500	0.167	0.833	0	0	1
1.000	0.333	0.667	0.500	0.167	0.500	0.500	0.167	0.833	1.000	0	0	1
0.333	0.667	0.500	0.167	0.500	0.500	0.167	0.833	1.000	0.833	1	0	0
0.667	0.500	0.167	0.500	0.500	0.167	0.833	1.000	0.833	0.333	0	1	0
0.500	0.167	0.500	0.500	0.167	0.833	1.000	0.833	0.333	0.667	0	0	1
0.167	0.500	0.500	0.167	0.833	1.000	0.833	0.333	0.667	0.833	1	0	0
0.500	0.500	0.167	0.833	1.000	0.833	0.333	0.667	0.833	0.333	0	0	1
0.500	0.167	0.833	1.000	0.833	0.333	0.667	0.833	0.333	1.000	0	1	0
0.167	0.833	1.000	0.833	0.333	0.667	0.833	0.333	1.000	0.667	0	0	1
0.833	1.000	0.833	0.333	0.667	0.833	0.333	1.000	0.667	0.833	1	0	0
1.000	0.833	0.333	0.667	0.833	0.333	1.000	0.667	0.833	0.167	1	0	0
0.833	0.333	0.667	0.833	0.333	1.000	0.667	0.833	0.167	0.167	0	1	0
0.333	0.667	0.833	0.333	1.000	0.667	0.833	0.167	0.167	0.667	0	0	1
0.667	0.833	0.333	1.000	0.667	0.833	0.167	0.167	0.667	1.000	0	1	0
0.833	0.333	1.000	0.667	0.833	0.167	0.167	0.667	1.000	0.500	0	0	1
0.333	1.000	0.667	0.833	0.167	0.167	0.667	1.000	0.500	1.000	1	0	0
1.000	0.667	0.833	0.167	0.167	0.667	1.000	0.500	1.000	0.333	0	0	1
0.667	0.833	0.167	0.167	0.667	1.000	0.500	1.000	0.333	0.833	0	0	1
0.833	0.167	0.167	0.667	1.000	0.500	1.000	0.333	0.833	0.833	0	1	0
0.167	0.167	0.667	1.000	0.500	1.000	0.333	0.833	0.833	0.500	0	1	0
0.167	0.667	1.000	0.500	1.000	0.333	0.833	0.833	0.500	0.500	0	1	0
0.667	1.000	0.500	1.000	0.333	0.833	0.833	0.500	0.500	0.500	1	0	0
1.000	0.500	1.000	0.333	0.833	0.833	0.500	0.500	0.500	0.333	0	0	1
0.500	1.000	0.333	0.833	0.833	0.500	0.500	0.500	0.333	0.833	0	0	1
1.000	0.333	0.833	0.833	0.500	0.500	0.500	0.333	0.833	0.833	1	0	0
0.333	0.833	0.833	0.500	0.500	0.500	0.333	0.833	0.833	0.167	1	0	0
0.833	0.833	0.500	0.500	0.500	0.333	0.833	0.833	0.167	0.167	0	0	1
0.833	0.500	0.500	0.500	0.333	0.833	0.833	0.167	0.167	1.000	0	1	0
0.500	0.500	0.500	0.333	0.833	0.833	0.167	0.167	1.000	0.500	1	0	0
0.500	0.500	0.333	0.833	0.833	0.167	0.167	1.000	0.500	0.167	0	1	0
0.500	0.333	0.833	0.833	0.167	0.167	1.000	0.500	0.167	0.667	1	0	0
0.333	0.833	0.833	0.167	0.167	1.000	0.500	0.167	0.667	0.333	0	1	0
0.833	0.833	0.167	0.167	1.000	0.500	0.167	0.667	0.333	0.500	0	0	1
0.833	0.167	0.167	1.000	0.500	0.167	0.667	0.333	0.500	1.000	0	1	0
0.167	0.167	1.000	0.500	0.167	0.667	0.333	0.500	1.000	0.500	0	0	1
0.167	1.000	0.500	0.167	0.667	0.333	0.500	1.000	0.500	0.833	1	0	0
1.000	0.500	0.167	0.667	0.333	0.500	1.000	0.500	0.833	0.167	1	0	0
0.500	0.167	0.667	0.333	0.500	1.000	0.500	0.833	0.167	0.167	0	0	1
0.167	0.667	0.333	0.500	1.000	0.500	0.833	0.167	0.167	1.000	0	1	0
0.667	0.333	0.500	1.000	0.500	0.833	0.167	0.167	1.000	0.667	1	0	0
0.333	0.500	1.000	0.500	0.833	0.167	0.167	1.000	0.667	0.167	0	0	1
0.500	1.000	0.500	0.833	0.167	0.167	1.000	0.667	0.167	1.000	1	0	0
1.000	0.500	0.833	0.167	0.167	1.000	0.667	0.167	1.000	0.167	0	0	1
0.500	0.833	0.167	0.167	1.000	0.667	0.167	1.000	0.167	1.000	0	0	1
0.833	0.167	0.167	1.000	0.667	0.167	1.000	0.167	1.000	0.833	1	0	0
